Status,Adult Mortality,Alcohol,BMI,under-five deaths,Polio,Diphtheria,HIV/AIDS,GDP,thinness  1-19 years,Income composition of resources,Schooling,Life expectancy
-0.4554960323801061,1.0898837988555774,-1.17770765141728,-1.064542822391551,1.6978655020039082,-1.2654814590663324,-1.0719344354968838,-0.3265598558535298,-0.5731503879738385,3.4009486578599057,-0.8582592667863885,-0.7805827545745186,59.9
-0.4554960323801061,1.061896773432636,-1.17770765141728,-1.089982420476998,1.7739007492658363,-1.0771036040809558,-0.9778888169136076,-0.3265598558535298,-0.5714260780671367,3.4533775444798787,-0.8892916875529886,-0.8148935461475145,59.9
-0.4554960323801061,1.0992128073298912,-1.17770765141728,-1.115422018562445,1.8752810789484071,-0.8416312853492354,-0.8368203890386928,-0.3265598558535298,-0.5679668580966142,3.505806431099852,-0.9254961784473552,-0.8492043377205105,59.5
-0.4554960323801061,1.1271998327528328,-1.17770765141728,-1.1357736970308028,1.9766614086309784,-0.7945368216028913,-0.7897975797470547,-0.3265598558535298,-0.6228615295890608,3.584449761029812,-0.9720448095972554,-0.9521367124394988,59.2
-0.4554960323801061,1.164515866650088,-1.17770765141728,-1.1612132951162497,2.103386820734192,-0.8887257490955794,-0.8838431983303311,-0.3265598558535298,-0.5785244751828245,3.636878647649785,-1.0030772303638555,-1.0550690871584871,58.8
-0.4554960323801061,1.2391479344445988,-1.1726171023793408,-1.2120924912871438,2.306147480099334,-0.9829146765882676,-0.9778888169136076,-0.3265598558535298,-0.5948155700383294,3.741736420889733,-1.080658282280356,-1.2266230450234674,58.1
-0.4554960323801061,1.3137800022391095,-1.1751623768983106,-1.2375320893725907,2.3821827273612617,-1.030009140334612,-1.0249116262052458,-0.3265598558535298,-0.5951346900133482,3.794165307509705,-1.1737555445801562,-1.3295554197424553,57.5
-0.4554960323801061,1.3137800022391095,-1.1726171023793408,-1.262971687458038,2.45821797462319,-1.2654814590663324,-1.260025672663437,-0.3265598558535298,-0.6039399740345338,3.846594194129679,-1.2254762458578228,-1.4324877944614436,57.3
-0.4554960323801061,1.2764639683418542,-1.1751623768983106,-1.2884112855434848,2.5089081394644754,-1.2654814590663324,-1.260025672663437,-0.3265598558535298,-0.6263233816845072,3.8728086374396655,-1.272024877007723,-1.5011093776074351,57.3
-0.4554960323801061,-0.7479308705842498,-0.0094266472102259,0.9400975067416728,-0.4818115861713669,0.6653915545337762,0.6679095082937295,-0.3265598558535298,-0.270667407892127,-0.872005601667919,0.6209527897548832,0.660470491491315,77.8
-0.4554960323801061,-1.3636454298889635,-0.0323341178809524,0.8993941498049578,-0.4564665037507242,0.6182970907874321,0.6208866990020914,-0.3265598558535298,-0.2144045658828084,-0.872005601667919,0.6157807196271166,0.660470491491315,77.5
