Status,Adult Mortality,Alcohol,BMI,under-five deaths,Polio,Diphtheria,HIV/AIDS,GDP,thinness  1-19 years,Income composition of resources,Schooling,Life expectancy
0.0,0.3964757709251101,0.0,0.2297650130548303,0.1865509761388286,0.5729166666666666,0.6185567010309277,0.0,0.0068992038082016,0.8877551020408165,0.5021097046413502,0.4830917874396135,59.9
0.0,0.3920704845814978,0.0,0.2232375979112272,0.193058568329718,0.6145833333333333,0.6391752577319587,0.0,0.0071142872125323,0.8979591836734695,0.4957805907172996,0.4782608695652174,59.9
0.0,0.3979441997063142,0.0,0.216710182767624,0.2017353579175705,0.6666666666666666,0.6701030927835051,0.0,0.0075457762416777,0.9081632653061226,0.4883966244725738,0.4734299516908213,59.5
0.0,0.4023494860499265,0.0,0.2114882506527415,0.210412147505423,0.6770833333333333,0.6804123711340205,0.0,0.0006984381974436,0.9234693877551022,0.4789029535864979,0.4589371980676328,59.2
0.0,0.408223201174743,0.0,0.2049608355091383,0.2212581344902386,0.65625,0.6597938144329897,0.0,0.0062288620282315,0.9336734693877552,0.4725738396624472,0.4444444444444444,58.8
0.0,0.4199706314243759,0.0011198208286674,0.1919060052219321,0.2386117136659436,0.6354166666666666,0.6391752577319587,0.0,0.0041967771181018,0.9540816326530616,0.4567510548523206,0.4202898550724637,58.1
0.0,0.4317180616740088,0.0005599104143337,0.185378590078329,0.2451193058568329,0.625,0.6288659793814433,0.0,0.0041569713904016,0.9642857142857144,0.4377637130801687,0.4057971014492754,57.5
0.0,0.4317180616740088,0.0011198208286674,0.1788511749347258,0.2516268980477223,0.5729166666666666,0.5773195876288659,0.0,0.0030586360760743,0.9744897959183676,0.4272151898734177,0.3913043478260869,57.3
0.0,0.4258443465491923,0.0005599104143337,0.1723237597911227,0.2559652928416486,0.5729166666666666,0.5773195876288659,0.0,0.000266620847741,0.979591836734694,0.4177215189873418,0.3816425120772947,57.3
0.0,0.1071953010279001,0.2569988801791713,0.7441253263707572,0.0,1.0,1.0,0.0,0.0446297004290226,0.0561224489795918,0.8037974683544303,0.6859903381642511,77.8
0.0,0.0102790014684287,0.251959686450168,0.7336814621409923,0.0021691973969631,0.9895833333333331,0.9896907216494844,0.0,0.0516476984986558,0.0561224489795918,0.8027426160337553,0.6859903381642511,77.5
0.0,0.1218795888399412,0.2659574468085106,0.7245430809399479,0.0021691973969631,1.0,1.0,0.0,0.0498293275145641,0.0612244897959183,0.8006329113924051,0.6859903381642511,77.2
0.0,0.1248164464023494,0.2872340425531914,0.7154046997389034,0.0021691973969631,1.0,1.0,0.0,0.0479424391666084,0.0612244897959183,0.7932489451476793,0.6859903381642511,76.9
0.0,0.1277533039647577,0.3001119820828667,0.7062663185378592,0.0021691973969631,1.0,1.0,0.0,0.0500828815279686,0.0663265306122449,0.7784810126582279,0.6425120772946861,76.6
0.0,0.13215859030837,0.2950727883538634,0.6958224543080941,0.0021691973969631,1.0,1.0,0.0,0.0055630081875179,0.0663265306122449,0.7647679324894514,0.6038647342995169,76.2
0.0,0.13215859030837,0.3236282194848824,0.6853785900783291,0.0021691973969631,0.9895833333333331,0.9896907216494844,0.0,0.0464352903398691,0.0714285714285714,0.760548523206751,0.5893719806763285,76.1
0.0,0.0,0.3135498320268757,0.6736292428198435,0.0021691973969631,1.0,1.0,0.0,0.004921441233656,0.0765306122448979,0.7521097046413502,0.5797101449275363,75.3
0.0,0.0117474302496328,0.3118701007838745,0.6618798955613578,0.0021691973969631,1.0,0.9896907216494844,0.0,0.0040813310520316,0.0765306122448979,0.7415611814345991,0.5603864734299516,75.9
0.0,0.1439060205580029,0.2967525195968645,0.06266318537859,0.0021691973969631,0.9791666666666664,0.979381443298969,0.0,0.0003776734811389,0.0816326530612245,0.7341772151898733,0.5507246376811594,74.2
0.0,0.0205580029368575,0.2883538633818589,0.6383812010443864,0.0021691973969631,0.9791666666666664,0.9896907216494844,0.0,0.0031329238766075,0.086734693877551,0.7225738396624473,0.5217391304347826,73.5
0.0,0.0234948604992657,0.2536394176931691,0.6253263707571802,0.0021691973969631,0.9895833333333331,0.979381443298969,0.0,0.0272676289543682,0.086734693877551,0.7183544303797469,0.5265700483091788,73.0
