Country,Year,Status,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Life expectancy
-1.7326724267604725,1.3761237243628177,-0.4554960323801061,1.0898837988555774,1.7433313251543308,-1.17770765141728,-0.36894159387528314,-1.0218671521444314,-0.1301414485164934,-1.064542822391551,1.6978655020039082,-1.2654814590663324,1.0091557935150166,-1.0719344354968838,-0.32655985585352987,-0.5731503879738385,-0.48226842360674854,3.4009486578599057,3.362823743565161,-0.8582592667863885,-0.7805827545745186,59.9
-1.7326724267604725,1.1568400721826582,-0.4554960323801061,1.0618967734326359,1.812794146279498,-1.17770765141728,-0.36914698096644155,-0.9249903262384783,-0.14504333138668032,-1.0899824204769981,1.7739007492658363,-1.0771036040809558,0.986974568373476,-0.9778888169136075,-0.32655985585352987,-0.5714260780671367,1.2071950725611658,3.4533775444798787,3.4147550552346257,-0.8892916875529886,-0.8148935461475145,59.9
-1.7326724267604725,0.9375564200024987,-0.4554960323801061,1.0992128073298912,1.9169883779672492,-1.17770765141728,-0.36579630487854364,-0.7796750873795488,0.42146857062994214,-1.115422018562445,1.8752810789484071,-0.8416312853492354,1.1599881244774966,-0.8368203890386928,-0.32655985585352987,-0.5679668580966142,-0.3010042998369376,3.505806431099852,3.492652022738823,-0.9254961784473551,-0.8492043377205105,59.5
-1.7326724267604725,0.7182727678223392,-0.4554960323801061,1.1271998327528328,1.9864511990924165,-1.17770765141728,-0.4137703600006005,-0.7312366744265724,0.4757883372212687,-1.1357736970308028,1.9766614086309782,-0.7945368216028913,0.8716321976374615,-0.7897975797470547,-0.32655985585352987,-0.6228615295890608,-0.33965024338469174,3.584449761029812,3.5445833344082875,-0.9720448095972554,-0.9521367124394988,59.2
-1.7326724267604725,0.49898911564217974,-0.4554960323801061,1.164515866650088,2.090645430780168,-1.17770765141728,-0.3647872821348141,-0.8281135003325253,0.2296669169136652,-1.1612132951162497,2.1033868207341917,-0.8887257490955794,1.4616527864024567,-0.8838431983303311,-0.32655985585352987,-0.5785244751828245,-0.3447842497584537,3.636878647649785,3.596514646077752,-1.0030772303638555,-1.0550690871584871,58.8
-1.7326724267604725,0.060421811281860756,-0.4554960323801061,1.2391479344445988,2.2990338941556696,-1.1726171023793408,-0.4010985819462987,-0.9249903262384783,0.13592926660119903,-1.2120924912871438,2.306147480099334,-0.9829146765882677,1.0756994689396404,-0.9778888169136075,-0.32655985585352987,-0.5948155700383294,-0.3530548676211902,3.7417364208897324,3.7263429252514144,-1.0806582822803559,-1.2266230450234674,58.1
-1.7326724267604725,-0.15886184089829872,-0.4554960323801061,1.3137800022391095,2.368496715280837,-1.1751623768983106,-0.41119707563151175,-0.9734287391914549,0.02584761572143106,-1.2375320893725907,2.3821827273612617,-1.0300091403346119,0.36590026441032275,-1.0249116262052458,-0.32655985585352987,-0.5951346900133482,0.9320262752486335,3.7941653075097053,3.77827423692088,-1.1737555445801562,-1.3295554197424553,57.5
-1.7326724267604725,-0.3781454930784582,-0.4554960323801061,1.3137800022391095,2.4379595364060043,-1.1726171023793408,-0.40697151466048725,-0.9249903262384783,0.22990726986318433,-1.262971687458038,2.45821797462319,-1.2654814590663324,0.6764374163918989,-1.2600256726634367,-0.32655985585352987,-0.6039399740345338,-0.36059114912922546,3.8465941941296786,3.8302055485903446,-1.2254762458578228,-1.4324877944614436,57.3
-1.7326724267604725,-0.5974291452586177,-0.4554960323801061,1.2764639683418542,2.472690946968588,-1.1751623768983106,-0.4176227888642114,-0.8281135003325253,0.06310232289689839,-1.2884112855434848,2.5089081394644754,-1.2654814590663324,1.2398405349870447,-1.2600256726634367,-0.32655985585352987,-0.6263233816845072,-0.48602263079916413,3.8728086374396655,3.882136860259809,-1.272024877007723,-1.5011093776074353,57.3
-1.7133352831288442,1.595407376542977,-0.4554960323801061,-0.7479308705842498,-0.4794789508510246,-0.009426647210225928,-0.17225167289118976,0.7703541271156993,-0.24839509967991225,0.9400975067416729,-0.48181158617136693,0.6653915545337762,0.04205437734382131,0.6679095082937295,-0.32655985585352987,-0.27066740789212707,-0.4983382315317639,-0.872005601667919,-0.8436125016614903,0.6209527897548832,0.660470491491315,77.8
-1.7133352831288442,1.3761237243628177,-0.4554960323801061,-1.3636454298889635,-0.4794789508510246,-0.032334117880952445,-0.12921307178875516,0.7219157141627228,-0.24839509967991225,0.8993941498049578,-0.45646650375072423,0.6182970907874321,-0.011180562995877571,0.6208866990020914,-0.32655985585352987,-0.21440456588280843,-0.4843486666956561,-0.872005601667919,-0.8436125016614903,0.6157807196271166,0.660470491491315,77.5
-1.7133352831288442,1.1568400721826582,-0.4554960323801061,-0.6546407858411114,-0.4794789508510246,0.031297745093287976,-0.12777702300188584,0.7703541271156993,-0.24839509967991225,0.8637787124853319,-0.45646650375072423,0.6653915545337762,-0.10877795361865866,0.6679095082937295,-0.32655985585352987,-0.22898232985156214,-0.4843121919668292,-0.8457911583579324,-0.8176468458267578,0.6054365793715831,0.660470491491315,77.2
-1.7133352831288442,0.9375564200024987,-0.4554960323801061,-0.6359827688924836,-0.4794789508510246,0.12801817681413338,-0.14021719182934086,0.7703541271156993,-0.24623192313423997,0.8281632751657059,-0.45646650375072423,0.6653915545337762,-0.13983166881681644,0.6679095082937295,-0.32655985585352987,-0.24410939314752064,-0.49973330921309084,-0.8457911583579324,-0.8176468458267578,0.5692320884772163,0.660470491491315,76.9
